Dates,Susceptible,VaccinatedSusceptible,Infected,VaccinatedInfected,Hospitalized,VaccinatedHospitalized,Recovered,Extinct
06/12/2021,0.236707609,0.620783696,0.003630435,0.00228587,8.59E-05,3.59E-05,0.136333696,0.000136957
07/12/2021,0.235471739,0.6214,0.003777174,0.002280435,8.59E-05,3.59E-05,0.136811957,0.000136957
08/12/2021,0.2343,0.62196087,0.003909783,0.002322826,8.91E-05,4.13E-05,0.137238043,0.000138043
09/12/2021,0.23313587,0.622484783,0.003988043,0.002357609,0.000102174,4.46E-05,0.137748913,0.000138043
10/12/2021,0.232021739,0.622998913,0.003970652,0.002319565,9.89E-05,3.80E-05,0.13841413,0.000138043
11/12/2021,0.231034783,0.623469565,0.003984783,0.002382609,0.000101087,3.80E-05,0.13885,0.00013913
12/12/2021,0.229996739,0.624097826,0.003923913,0.002395652,0.000102174,3.80E-05,0.139303261,0.000142391
13/12/2021,0.228886957,0.624393478,0.00401087,0.002419565,0.000104348,3.80E-05,0.140004348,0.000142391
14/12/2021,0.227975,0.624644565,0.004113043,0.002519565,0.000106522,4.24E-05,0.140456522,0.000142391
15/12/2021,0.227020652,0.624970652,0.004254348,0.002583696,0.000109783,4.46E-05,0.140872826,0.000143478
16/12/2021,0.226154348,0.625142391,0.004303261,0.002697826,0.000106522,5.00E-05,0.141402174,0.000143478
17/12/2021,0.225166304,0.62545,0.004234783,0.002730435,0.00011087,4.67E-05,0.142117391,0.000143478
18/12/2021,0.224318478,0.625770652,0.004195652,0.002778261,0.000117391,4.78E-05,0.142628261,0.000143478
19/12/2021,0.223269565,0.626329348,0.004188043,0.002796739,0.000120652,5.00E-05,0.143101087,0.000144565
20/12/2021,0.222288043,0.626453261,0.004169565,0.002883696,0.000121739,4.46E-05,0.143893478,0.000145652
21/12/2021,0.221216304,0.626607609,0.004354348,0.003066304,0.000118478,4.67E-05,0.144444565,0.000145652
22/12/2021,0.220141304,0.626796739,0.004521739,0.003283696,0.000119565,3.70E-05,0.144954348,0.000145652
23/12/2021,0.219148913,0.62683587,0.004590217,0.003491304,0.000109783,3.48E-05,0.145643478,0.000145652
24/12/2021,0.217963043,0.627072826,0.004625,0.003675,0.00011413,3.70E-05,0.146367391,0.000145652
25/12/2021,0.217142391,0.627553261,0.004481522,0.003659783,0.000109783,3.04E-05,0.146877174,0.000145652
26/12/2021,0.21596087,0.62761087,0.00471087,0.004051087,0.00011413,3.15E-05,0.147375,0.000145652
27/12/2021,0.214613043,0.626869565,0.005140217,0.004854348,0.000111957,3.48E-05,0.148229348,0.000146739
28/12/2021,0.213258696,0.625709783,0.005802174,0.006197826,0.000117391,3.37E-05,0.148732609,0.000147826
29/12/2021,0.21168587,0.623715217,0.006675,0.008330435,0.000126087,2.93E-05,0.14928913,0.000148913
30/12/2021,0.210016304,0.621329348,0.007623913,0.010875,0.000123913,2.83E-05,0.149854348,0.000148913
31/12/2021,0.208243478,0.619341304,0.008515217,0.013095652,0.000118478,3.15E-05,0.150505435,0.000148913
01/01/2022,0.207046739,0.618328261,0.008834783,0.01446087,0.000128261,3.80E-05,0.15101413,0.000148913
02/01/2022,0.20523587,0.616413043,0.009965217,0.016655435,0.000140217,4.24E-05,0.151397826,0.00015
03/01/2022,0.20258913,0.613329348,0.01191087,0.019621739,0.000132609,4.46E-05,0.152221739,0.00015
04/01/2022,0.200204348,0.61086413,0.013818478,0.022166304,0.000136957,5.00E-05,0.152608696,0.000151087
05/01/2022,0.197429348,0.608366304,0.015922826,0.024528261,0.000136957,6.09E-05,0.153404348,0.000151087
06/01/2022,0.195682609,0.607154348,0.016572826,0.02543913,0.000141304,6.63E-05,0.154792391,0.000151087
07/01/2022,0.192691304,0.604881522,0.018190217,0.026173913,0.000132609,7.07E-05,0.157708696,0.000151087
08/01/2022,0.19048587,0.603393478,0.019086957,0.02603587,0.000144565,7.61E-05,0.160626087,0.000151087
09/01/2022,0.188473913,0.602408696,0.019527174,0.025426087,0.000158696,7.50E-05,0.163778261,0.000152174
10/01/2022,0.185983696,0.600815217,0.02031087,0.024401087,0.000155435,7.39E-05,0.168106522,0.000153261
11/01/2022,0.184084783,0.599772826,0.020976087,0.023703261,0.00016087,8.26E-05,0.171066304,0.000153261
12/01/2022,0.182063043,0.59863587,0.021566304,0.023028261,0.000161957,9.13E-05,0.1743,0.000153261
13/01/2022,0.179854348,0.597763043,0.021663043,0.021491304,0.000157609,9.57E-05,0.178820652,0.000154348
14/01/2022,0.17778913,0.597145652,0.020919565,0.019532609,0.000156522,9.35E-05,0.184207609,0.000155435
15/01/2022,0.176136957,0.596643478,0.020032609,0.017815217,0.000165217,9.46E-05,0.188956522,0.000155435
16/01/2022,0.174491304,0.596438043,0.019146739,0.016393478,0.000161957,9.89E-05,0.19311087,0.000158696
17/01/2022,0.172246739,0.595865217,0.019478261,0.015727174,0.00016413,8.48E-05,0.196275,0.000158696
18/01/2022,0.170511957,0.595530435,0.018568478,0.014453261,0.000161957,8.37E-05,0.200530435,0.000159783
19/01/2022,0.168832609,0.594971739,0.018188043,0.013858696,0.000161957,7.61E-05,0.203751087,0.000159783
20/01/2022,0.167122826,0.59458913,0.01793587,0.013182609,0.000171739,7.50E-05,0.206763043,0.000159783
21/01/2022,0.165332609,0.594084783,0.016911957,0.012146739,0.000167391,7.39E-05,0.211120652,0.000161957
22/01/2022,0.163795652,0.593572826,0.016363043,0.011557609,0.000161957,7.17E-05,0.214313043,0.00016413
23/01/2022,0.162241304,0.593203261,0.015667391,0.010758696,0.000173913,7.07E-05,0.217720652,0.00016413
24/01/2022,0.159943478,0.592398913,0.015641304,0.010636957,0.000157609,6.52E-05,0.220990217,0.000166304
25/01/2022,0.158128261,0.59175,0.015392391,0.010469565,0.000163043,6.41E-05,0.223865217,0.000167391
26/01/2022,0.156302174,0.590870652,0.015613043,0.010657609,0.000172826,6.52E-05,0.226148913,0.000169565
27/01/2022,0.154488043,0.590156522,0.016134783,0.010844565,0.000167391,6.85E-05,0.227969565,0.000170652
28/01/2022,0.15266087,0.589354348,0.015805435,0.010806522,0.000158696,6.74E-05,0.230972826,0.000173913
29/01/2022,0.151365217,0.588605435,0.015708696,0.010883696,0.000154348,6.85E-05,0.23303913,0.000175
30/01/2022,0.149823913,0.587982609,0.015769565,0.010876087,0.00016413,6.85E-05,0.235140217,0.000175
31/01/2022,0.147577174,0.586857609,0.016623913,0.011465217,0.000158696,7.28E-05,0.237067391,0.000177174
01/02/2022,0.145667391,0.585919565,0.017134783,0.011748913,0.000156522,7.72E-05,0.239118478,0.000177174
02/02/2022,0.143879348,0.584715217,0.01775,0.01231087,0.00016087,8.70E-05,0.240919565,0.000177174
03/02/2022,0.142044565,0.583603261,0.018516304,0.01281087,0.000153261,7.93E-05,0.242613043,0.000179348
04/02/2022,0.140334783,0.582556522,0.01835,0.012909783,0.000147826,8.04E-05,0.245441304,0.000179348
05/02/2022,0.138975,0.581555435,0.018358696,0.013008696,0.000144565,8.70E-05,0.247691304,0.000179348
06/02/2022,0.137693478,0.580623913,0.018126087,0.012917391,0.000147826,9.46E-05,0.25021413,0.000182609
07/02/2022,0.135727174,0.579253261,0.018601087,0.013320652,0.000144565,9.78E-05,0.252671739,0.000183696
08/02/2022,0.134143478,0.578080435,0.018691304,0.013561957,0.000125,0.000101087,0.255109783,0.000186957
09/02/2022,0.132748913,0.576848913,0.018955435,0.013957609,0.000126087,0.0001,0.257073913,0.00018913
10/02/2022,0.13128913,0.575667391,0.019163043,0.014255435,0.000131522,9.57E-05,0.259207609,0.000190217
11/02/2022,0.1298,0.57471413,0.018584783,0.013825,0.000121739,8.70E-05,0.262677174,0.000190217
12/02/2022,0.128651087,0.573955435,0.017947826,0.013466304,0.000122826,8.48E-05,0.265577174,0.000194565
13/02/2022,0.12741087,0.573198913,0.017404348,0.012945652,0.000122826,8.80E-05,0.268633696,0.000195652
14/02/2022,0.125552174,0.572142391,0.017495652,0.012806522,0.000123913,8.15E-05,0.271598913,0.000198913
15/02/2022,0.123978261,0.571223913,0.017347826,0.012613043,0.000120652,7.93E-05,0.27443587,0.000201087
16/02/2022,0.122471739,0.570308696,0.01743587,0.012570652,0.000122826,8.91E-05,0.276798913,0.000202174
17/02/2022,0.121077174,0.569573913,0.017577174,0.01236087,0.000116304,8.80E-05,0.279002174,0.000204348
18/02/2022,0.119583696,0.568829348,0.016992391,0.011778261,0.000111957,8.04E-05,0.282418478,0.000205435
19/02/2022,0.118520652,0.568203261,0.016397826,0.01123913,0.00011087,8.15E-05,0.285240217,0.000206522
20/02/2022,0.117341304,0.567583696,0.016038043,0.010621739,0.000108696,8.48E-05,0.28801413,0.000207609
21/02/2022,0.115655435,0.566719565,0.01621413,0.010371739,0.00011413,7.93E-05,0.29063587,0.000209783
22/02/2022,0.114309783,0.565915217,0.015992391,0.010266304,0.000108696,8.15E-05,0.29311413,0.000211957
23/02/2022,0.112982609,0.565155435,0.016128261,0.010292391,9.78E-05,8.80E-05,0.295042391,0.000213043
24/02/2022,0.111832609,0.564480435,0.016048913,0.010201087,9.67E-05,8.70E-05,0.29703913,0.00021413
25/02/2022,0.110715217,0.563881522,0.015240217,0.009741304,8.91E-05,8.80E-05,0.300029348,0.000215217
26/02/2022,0.109651087,0.563306522,0.014596739,0.009354348,8.91E-05,8.37E-05,0.302701087,0.000217391
27/02/2022,0.108682609,0.562781522,0.013918478,0.00891413,8.91E-05,8.37E-05,0.30531087,0.000219565
28/02/2022,0.10703913,0.561984783,0.014051087,0.00891087,8.70E-05,7.83E-05,0.307628261,0.000220652
01/03/2022,0.105713043,0.561254348,0.013775,0.008851087,8.70E-05,8.04E-05,0.310017391,0.000221739
02/03/2022,0.104321739,0.560457609,0.013992391,0.008968478,8.37E-05,7.50E-05,0.311879348,0.000221739
03/03/2022,0.102894565,0.559695652,0.014165217,0.009075,7.72E-05,7.07E-05,0.313797826,0.000223913
04/03/2022,0.101496739,0.558970652,0.013727174,0.008854348,7.39E-05,6.63E-05,0.316584783,0.000226087
05/03/2022,0.100442391,0.558392391,0.013496739,0.008643478,7.17E-05,6.63E-05,0.318659783,0.000227174
06/03/2022,0.09936087,0.557804348,0.013265217,0.008469565,6.96E-05,7.28E-05,0.320729348,0.000228261
07/03/2022,0.098417391,0.557242391,0.013098913,0.008359783,7.07E-05,7.39E-05,0.322507609,0.000229348
08/03/2022,0.096136957,0.555968478,0.014501087,0.009106522,7.61E-05,6.63E-05,0.323913043,0.000231522
09/03/2022,0.09445,0.554859783,0.014017391,0.008628261,6.85E-05,6.52E-05,0.327678261,0.000232609
10/03/2022,0.092483696,0.553578261,0.014861957,0.009193478,6.52E-05,6.85E-05,0.329516304,0.000232609
11/03/2022,0.090818478,0.552529348,0.014455435,0.008845652,5.76E-05,6.41E-05,0.332995652,0.000233696
12/03/2022,0.089290217,0.551540217,0.014882609,0.009198913,6.20E-05,6.20E-05,0.334730435,0.000233696
13/03/2022,0.087988043,0.550723913,0.014936957,0.009343478,6.63E-05,6.30E-05,0.336644565,0.000233696
14/03/2022,0.085711957,0.549401087,0.016320652,0.010120652,7.17E-05,5.98E-05,0.338080435,0.000233696
15/03/2022,0.083809783,0.54828587,0.016690217,0.010386957,7.17E-05,6.09E-05,0.340459783,0.000234783
16/03/2022,0.081732609,0.546828261,0.017384783,0.010927174,7.83E-05,6.20E-05,0.342751087,0.00023587
17/03/2022,0.079443478,0.545453261,0.018277174,0.011323913,8.04E-05,6.63E-05,0.345119565,0.00023587
18/03/2022,0.077252174,0.544068478,0.019103261,0.0116,7.83E-05,6.20E-05,0.3476,0.00023587
19/03/2022,0.075313043,0.542838043,0.019013043,0.01168913,8.04E-05,7.83E-05,0.350752174,0.00023587
20/03/2022,0.073225,0.541501087,0.01961087,0.012159783,8.59E-05,8.37E-05,0.353094565,0.00023913
21/03/2022,0.069986957,0.539603261,0.021013043,0.012827174,9.13E-05,9.02E-05,0.356146739,0.000241304
22/03/2022,0.067227174,0.537869565,0.022006522,0.013445652,8.91E-05,9.24E-05,0.359027174,0.000242391
23/03/2022,0.064473913,0.536144565,0.023118478,0.013984783,7.93E-05,9.46E-05,0.36186087,0.000243478
24/03/2022,0.061520652,0.534202174,0.024518478,0.014683696,7.28E-05,9.35E-05,0.364665217,0.000243478
25/03/2022,0.059683696,0.532869565,0.024025,0.014632609,7.93E-05,9.24E-05,0.368373913,0.000243478
26/03/2022,0.056693478,0.530998913,0.025079348,0.01528587,8.70E-05,9.02E-05,0.371520652,0.000244565
27/03/2022,0.054207609,0.529373913,0.025441304,0.015518478,9.24E-05,9.35E-05,0.375028261,0.000244565
28/03/2022,0.050358696,0.527108696,0.026870652,0.016340217,8.91E-05,9.89E-05,0.378886957,0.000246739
29/03/2022,0.047527174,0.525316304,0.027216304,0.016484783,9.13E-05,9.78E-05,0.383018478,0.000247826
30/03/2022,0.044942391,0.523601087,0.027538043,0.016703261,8.91E-05,9.78E-05,0.386780435,0.000247826
31/03/2022,0.0425,0.522058696,0.027563043,0.016492391,8.15E-05,9.46E-05,0.39096087,0.000248913
